11.58809994,2.400817173,62.50143651,0.0428
11.00363565,2.726131251,58.34936407,0.045
12.37927853,2.733132153,66.42723044,0.0372
11.54179183,2.799661819,64.38628423,0.0406
11.22850108,2.506410975,60.53746474,0.044
11.3428915,2.588632207,63.81795792,0.0417
11.66800156,2.532260354,61.15708548,0.0426
11.48947455,2.332789533,62.2236716,0.0436
12.17492633,2.324079353,60.60650191,0.0429
12.07711725,2.702618376,57.31897111,0.0434
10.85654207,2.522547557,63.65286189,0.0431
10.93926377,3.299183224,60.47616387,0.0293
11.56955623,2.821957223,67.19124679,0.039
12.36041351,2.728139068,59.46547395,0.0411
12.48012449,2.815062594,57.57964308,0.0427
12.02575551,3.1921472,62.01843962,0.0271
11.38583329,2.613237249,59.03467948,0.0439
12.66980868,3.06526888,56.56788836,0.029
11.17015723,3.013834744,63.33434064,0.0284
10.89411937,2.923581607,61.77366892,0.0301
12.22315472,2.203519413,64.53786418,0.0409
12.31321687,2.556683615,59.78797991,0.042
12.71498448,2.490308015,62.63752155,0.0395
12.33774925,2.766200993,62.43207799,0.0384
12.85355852,2.356814994,59.36274858,0.0422
11.78329449,2.57477357,63.93856753,0.0407
12.93966304,2.964235971,58.90808371,0.0281
12.97218171,2.478663904,56.95662807,0.0421
11.77036247,2.127257427,60.13402837,0.0445
12.60376203,3.411546124,58.17830242,0.0277
12.69829893,2.751020495,52.65214587,0.045
12.79807839,2.470065644,60.94792118,0.0399
11.5543929,2.624136736,61.39878627,0.0421
12.2959487,2.841904074,61.30944854,0.0407
12.84660452,2.719082386,61.50245809,0.0389
12.452843,2.63214233,62.97121475,0.0392
12.77585568,2.743240305,55.20613618,0.0431
11.51168479,2.41793169,61.56241381,0.0436
12.56904499,2.897342815,60.6497796,0.0279
12.98274117,2.908088085,61.74981042,0.0269
11.39787732,2.668971023,63.58216154,0.0411
11.08016623,2.852029949,58.58593472,0.0314
12.51583396,2.594224999,55.88407725,0.0435
11.8687514,2.833305588,59.0497347,0.0432
12.94762106,2.389009788,62.28255586,0.04
11.69089159,2.681464896,60.3671813,0.0425
11.17864245,2.783892932,60.05988415,0.0435
12.10595269,2.377806249,57.04856368,0.0452
12.75975381,2.272679911,58.49139538,0.0429
11.99794026,2.540705066,61.68747914,0.0416
11.30344499,2.636273483,62.69454965,0.0419
11.71983556,2.861193945,61.94264431,0.0288
11.43209323,2.346877149,60.69845585,0.0446
10.96289539,3.042935552,66.02983557,0.0276
11.91492264,2.45554396,60.18838648,0.0423
12.64485652,2.585502142,60.32485498,0.0409
11.81376558,2.606496298,58.69086205,0.0432
11.24713685,3.149331777,61.25795456,0.0279
12.67659084,2.410536818,59.62956618,0.0421
12.43450595,2.995979625,58.91927562,0.0289
12.3550554,2.705715222,60.94353894,0.0406
11.95037541,2.527426079,62.30851807,0.0413
11.84950991,3.022659873,65.17677248,0.0274
11.26775055,2.69508773,62.1617922,0.0423
11.7992416,2.639766648,60.8784571,0.0418
12.9974849,2.891563746,60.10144361,0.0276
11.6831692,2.565948477,56.83095165,0.0455
12.11392193,3.129710663,57.62541022,0.0286
11.61660877,2.711694547,61.84107696,0.0413
12.2793693,2.867051795,64.71427176,0.0268
11.13532752,2.788925316,61.06158333,0.0431
11.14883881,2.438384528,63.43199539,0.0421
10.96902597,2.913360602,57.73279629,0.0319
12.18350127,2.974497338,61.59550766,0.0281
12.62306095,2.176890003,59.11029603,0.043
12.42569613,2.756350528,54.87469558,0.044
12.2568416,2.481359576,62.78412055,0.0401
10.99706668,2.847459511,59.92241178,0.0447
11.75551633,2.671456264,56.26869201,0.045
12.61978061,2.870589763,64.16293092,0.0265
12.5777103,2.693165026,59.56370099,0.0409
11.41352953,2.73812872,60.77368136,0.0425
11.22003505,2.443507556,58.02415954,0.0455
11.01968977,2.570472723,61.20793764,0.044
12.1362653,2.50003598,59.42115323,0.0427
11.83378025,2.948127525,60.23580254,0.0292
10.86641406,3.173633711,59.60323192,0.0292
11.45145674,2.762751479,59.29736305,0.0434
11.50570467,3.000361446,58.61176528,0.0305
12.39313609,3.217086743,62.08343108,0.0264
12.54683857,2.774453662,58.13067539,0.0416
11.88458712,2.876037143,64.96980752,0.0273
11.04265173,2.601463777,64.05206659,0.0416
11.92816278,2.654864751,58.75439657,0.043
12.20531584,2.295155794,57.81773911,0.0448
11.47485433,2.88635119,58.43841896,0.0307
11.12090535,2.544636263,58.25463408,0.0459
11.1940194,2.936841861,57.94638756,0.0314
13.01200802,3.258161653,59.85668165,0.0263
11.63678103,2.66227076,62.85011259,0.041
12.51773147,2.550706398,61.02939696,0.0408
11.95713423,2.221256079,57.40759034,0.0461
12.48484647,3.075994439,62.55461416,0.0267
12.89222215,2.808559663,65.62655699,0.0371
12.07149858,2.615945152,56.64621323,0.044
12.01408025,3.102917074,63.02624379,0.0265
12.04343773,2.827098255,57.9330646,0.0434
10.89255804,2.777599766,59.71810184,0.0443
12.82406717,2.68393477,59.17122974,0.0407
12.73798603,2.986019461,59.98717513,0.0279
12.16221708,2.250471,59.24868496,0.0439
11.29069629,2.654467703,56.48110071,0.0461
11.31897485,2.513255192,61.43160138,0.0434
10.91697701,2.424310809,55.64861024,0.0493
11.72660835,2.373524759,57.44314565,0.0461
11.97025587,3.029716058,60.44489446,0.0284
12.24574693,2.30829853,58.80283704,0.044
10.82648274,3.090417155,59.83521579,0.0296
11.05366709,2.804737449,60.80503343,0.0439
11.60851337,2.103068092,55.29048087,0.0484
11.35988352,1.981077659,63.20784227,0.0643
12.87529787,2.957119436,63.11448031,0.0265
12.80794689,2.648445814,56.11303603,0.0426
12.91887713,2.930470276,57.13880416,0.029
11.10037951,2.463473118,54.35401308,0.0486
